side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,UNP,28.3,280.92,-1.08,-1.34,-5.97,1.17,32.1,26.2,2.03,280.92,272.37,298.03,2.0,11,งบอีก 35 วัน,283.01,0.74,pre,ok,RSI 32 · %B 0.15 · -1.3% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,QQQ,28.2,704.72,0.03,-1.62,-1.78,1.13,44.1,10.5,1.3,704.72,690.93,732.3,2.0,7,ไม่ทราบวันงบ,716.37,1.65,pre,ok,RSI 44 · %B 0.09 · -1.6% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,XLB,27.9,50.36,-0.73,-2.0,-2.74,0.86,36.3,13.6,1.58,50.36,49.17,52.74,2.0,84,ไม่ทราบวันงบ,50.7,0.68,pre,ok,RSI 36 · %B 0.07 · -2.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CSCO,27.5,107.74,-2.12,-1.54,-3.47,1.1,41.1,25.1,2.57,107.74,103.59,116.03,2.0,24,งบอีก 56 วัน,109.25,1.4,pre,ok,RSI 41 · %B 0.06 · -1.5% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,27.5,317.0,-1.01,-1.95,-6.46,0.67,29.6,28.1,1.89,317.0,308.01,334.98,2.0,11,งบอีก 35 วัน,318.18,0.37,pre,ok,RSI 30 · %B 0.13 · -1.9% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CVS,27.2,91.72,-2.93,-3.84,-3.36,1.26,35.6,27.3,2.59,91.72,88.16,98.84,2.0,28,งบอีก 41 วัน,92.36,0.7,pre,ok,RSI 36 · %B 0.05 · -3.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,REGN,25.9,774.61,0.06,-4.09,-4.4,0.61,44.3,29.3,2.51,774.61,745.42,832.99,2.0,3,งบอีก 41 วัน,780.0,0.7,pre,ok,RSI 44 · %B 0.07 · -4.1% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,SHAK,62.8,56.65,-2.78,-10.09,-20.2,1.48,28.6,28.1,5.21,56.65,61.08,47.8,2.0,22,งบอีก 42 วัน,57.85,2.12,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.5x · ADX 28 · -20.2% ใน 20 วัน
short,BREAKDOWN,MCD,59.3,248.56,-1.67,-1.94,-6.9,1.66,31.9,28.6,1.82,248.56,255.34,234.99,2.0,14,งบอีก 49 วัน,250.16,0.64,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.7x · ADX 29 · -6.9% ใน 20 วัน
short,BREAKDOWN,ORLY,51.5,83.68,-1.74,-2.79,-7.8,1.38,34.9,21.4,2.28,83.68,86.54,77.97,2.0,35,งบอีก 41 วัน,84.27,0.71,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.4x · ADX 21 · -7.8% ใน 20 วัน
short,DISTRIBUTION,BA,48.1,201.96,-3.69,-2.16,-9.46,2.52,35.6,25.4,2.77,201.96,210.36,185.17,2.0,11,งบอีก 41 วัน,204.51,1.26,pre,ok,วอลุ่ม 2.5 เท่าปกติ · -3.7% วันเดียว · ปิดที่ 33% ของแท่ง
short,DISTRIBUTION,TFC,39.9,48.44,-4.0,-3.41,-7.57,2.03,34.8,12.4,2.25,48.44,50.08,45.16,2.0,61,งบอีก 29 วัน,49.06,1.28,pre,ok,วอลุ่ม 2.0 เท่าปกติ · -4.0% วันเดียว · ปิดที่ 28% ของแท่ง
short,DISTRIBUTION,AON,39.4,300.57,-1.35,-1.35,-12.42,2.15,31.6,28.5,3.06,300.57,314.38,272.96,2.0,7,งบอีก 43 วัน,303.0,0.81,pre,ok,วอลุ่ม 2.1 เท่าปกติ · -1.3% วันเดียว · ปิดที่ 37% ของแท่ง
short,DISTRIBUTION,USB,37.6,59.73,-4.0,-3.83,-7.81,2.72,33.4,13.3,2.14,59.73,61.65,55.89,2.0,52,งบอีก 28 วัน,60.31,0.97,pre,ok,วอลุ่ม 2.7 เท่าปกติ · -4.0% วันเดียว · ปิดที่ 22% ของแท่ง
