side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,AMZN,30.7,252.4,-1.78,-0.99,-7.3,0.99,44.1,15.4,2.56,252.4,242.69,271.81,2.0,10,งบอีก 50 วัน,252.49,0.04,post,ok,RSI 44 · %B 0.00 · -1.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CL,28.7,88.03,-0.43,-1.79,-4.64,1.2,37.6,10.9,1.92,88.03,85.49,93.1,2.0,39,งบอีก 51 วัน,88.03,0.0,post,ok,RSI 38 · %B 0.01 · -1.8% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,PINS,70.1,18.28,-9.24,-13.98,-23.03,2.82,23.2,22.4,5.03,18.28,19.66,15.52,2.0,72,งบอีก 61 วัน,18.33,0.27,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.8x · ADX 22 · -23.0% ใน 20 วัน
short,BREAKDOWN,DECK,69.1,80.23,-2.87,-5.14,-14.5,1.48,30.0,37.7,3.52,80.23,84.46,71.77,2.0,23,งบอีก 43 วัน,80.23,-0.0,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.5x · ADX 38 · -14.5% ใน 20 วัน
short,BREAKDOWN,AON,67.6,304.69,-3.51,-6.62,-14.52,2.11,28.0,22.1,3.24,304.69,319.52,275.04,2.0,6,งบอีก 51 วัน,304.69,-0.0,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.1x · ADX 22 · -14.5% ใน 20 วัน
short,BREAKDOWN,XPEV,56.6,10.57,-3.29,-5.37,-11.03,1.45,32.6,21.7,3.81,10.57,11.17,9.36,2.0,165,งบอีก 68 วัน,10.63,0.57,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.5x · ADX 22 · -11.0% ใน 20 วัน
short,DISTRIBUTION,PINS,66.7,18.28,-9.24,-13.98,-23.03,2.82,23.2,22.4,5.03,18.28,19.66,15.52,2.0,72,งบอีก 61 วัน,18.33,0.27,post,ok,วอลุ่ม 2.8 เท่าปกติ · -9.2% วันเดียว · ปิดที่ 0% ของแท่ง
short,DISTRIBUTION,CMCSA,56.1,24.59,-6.61,-6.5,-4.13,2.26,39.0,26.1,3.04,24.59,25.71,22.35,2.0,89,งบอีก 50 วัน,24.66,0.28,post,ok,วอลุ่ม 2.3 เท่าปกติ · -6.6% วันเดียว · ปิดที่ 19% ของแท่ง
short,DISTRIBUTION,SHOP,52.2,126.79,-5.45,-9.32,-16.92,2.02,36.9,22.6,5.28,126.79,136.83,106.7,2.0,9,งบอีก 55 วัน,126.85,0.05,post,ok,วอลุ่ม 2.0 เท่าปกติ · -5.5% วันเดียว · ปิดที่ 7% ของแท่ง
short,DISTRIBUTION,AON,47.4,304.69,-3.51,-6.62,-14.52,2.11,28.0,22.1,3.24,304.69,319.52,275.04,2.0,6,งบอีก 51 วัน,304.69,-0.0,post,ok,วอลุ่ม 2.1 เท่าปกติ · -3.5% วันเดียว · ปิดที่ 9% ของแท่ง
short,RALLYFADE,RBLX,46.6,44.52,-0.67,9.47,22.92,0.77,61.2,20.5,4.96,44.52,47.83,37.9,2.0,30,งบอีก 50 วัน,44.34,-0.4,post,ok,RSI 61 · %B 1.01 · +9.5% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,IBM,33.3,239.94,3.38,3.69,0.64,1.34,54.9,8.9,2.83,239.94,250.12,219.59,2.0,9,งบอีก 42 วัน,239.02,-0.38,post,ok,RSI 55 · %B 1.01 · +3.7% ใน 5 วัน แต่ยังใต้ SMA200
