side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,BLK,40.2,1062.4,-0.9,-4.04,-8.49,0.67,34.5,26.2,2.15,1062.4,1028.14,1130.92,2.0,2,งบอีก 33 วัน,1071.94,0.9,pre,ok,RSI 34 · %B -0.08 · -4.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CSCO,38.4,107.44,-1.82,-1.85,-13.27,0.61,37.2,27.1,2.43,107.44,103.53,115.27,2.0,25,งบอีก 62 วัน,108.64,1.12,pre,ok,RSI 37 · %B -0.01 · -1.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,SPG,36.4,204.67,0.07,-2.63,-7.2,1.27,29.7,32.0,1.79,204.67,199.18,215.66,2.0,18,งบอีก 52 วัน,204.67,0.0,post,ok,RSI 30 · %B 0.01 · -2.6% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,DLTR,36.3,118.66,0.23,-10.04,-7.74,1.04,36.1,23.0,4.01,118.66,111.53,132.92,2.0,14,งบอีก 82 วัน,119.39,0.62,pre,ok,RSI 36 · %B -0.09 · -10.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,XBI,35.7,156.82,-1.61,-5.17,-1.61,1.2,43.1,18.2,2.58,156.82,150.74,168.98,2.0,16,ไม่ทราบวันงบ,158.79,1.26,pre,ok,RSI 43 · %B 0.09 · -5.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CROX,32.4,108.83,-2.03,-6.01,-16.68,1.14,28.7,31.7,3.74,108.83,102.73,121.04,2.0,16,งบอีก 48 วัน,109.89,0.98,pre,ok,RSI 29 · %B 0.01 · -6.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,XLV,31.2,165.66,-0.55,-4.22,-1.65,1.04,41.6,23.0,1.54,165.66,161.85,173.29,2.0,26,ไม่ทราบวันงบ,166.51,0.51,pre,ok,RSI 42 · %B 0.06 · -4.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,29.3,323.3,0.0,-2.05,-3.61,0.73,34.6,23.8,1.93,323.3,313.93,342.05,2.0,10,งบอีก 41 วัน,323.3,0.0,post,ok,RSI 35 · %B 0.09 · -2.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,AMZN,28.2,251.89,-0.2,-1.21,-5.76,0.78,43.6,14.3,2.49,251.89,242.49,270.68,2.0,10,งบอีก 48 วัน,254.94,1.21,pre,ok,RSI 44 · %B 0.03 · -1.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNP,27.8,285.78,0.37,-1.36,-2.71,1.07,36.8,25.9,2.05,285.78,276.98,303.39,2.0,11,งบอีก 41 วัน,285.78,0.0,post,ok,RSI 37 · %B 0.13 · -1.4% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CL,24.9,87.9,-0.15,-2.44,-4.79,0.88,37.1,11.7,1.87,87.9,85.43,92.83,2.0,40,งบอีก 49 วัน,87.9,-0.0,post,ok,RSI 37 · %B 0.05 · -2.4% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,PLTR,22.2,165.86,-2.16,-2.12,-3.03,0.7,48.1,26.1,4.68,165.86,154.23,189.13,2.0,8,งบอีก 52 วัน,168.44,1.56,pre,ok,RSI 48 · %B 0.06 · -2.1% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,RTX,21.6,198.12,0.29,-1.32,-11.06,0.65,32.6,28.0,2.07,198.12,191.97,210.43,2.0,16,งบอีก 39 วัน,199.71,0.8,pre,ok,RSI 33 · %B 0.15 · -1.3% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,SYK,64.5,270.01,-1.95,-13.51,-22.23,1.31,23.0,21.8,3.98,270.01,286.12,237.8,2.0,6,งบอีก 48 วัน,272.86,1.06,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.3x · ADX 22 · -22.2% ใน 20 วัน
short,DISTRIBUTION,ADBE,44.4,248.83,-2.37,-11.07,-3.83,2.35,40.2,22.5,4.27,248.83,264.76,216.97,2.0,6,งบอีก -1 วัน,242.73,-2.45,pre,ok,วอลุ่ม 2.4 เท่าปกติ · -2.4% วันเดียว · ปิดที่ 21% ของแท่ง
short,RALLYFADE,RBLX,44.0,44.88,0.81,8.91,26.28,0.62,62.2,21.6,4.83,44.88,48.13,38.37,2.0,30,งบอีก 48 วัน,44.95,0.16,pre,ok,RSI 62 · %B 0.99 · +8.9% ใน 5 วัน แต่ยังใต้ SMA200
