side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,UNP,28.4,284.4,-0.48,-1.64,-4.5,0.67,35.3,26.0,2.07,284.4,275.58,302.04,2.0,11,งบอีก 38 วัน,284.39,-0.0,pre,ok,RSI 35 · %B 0.14 · -1.6% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,MMM,23.6,164.97,1.3,-1.98,-9.68,1.22,32.9,34.8,2.03,164.97,159.63,175.02,1.88,18,งบอีก 36 วัน,163.0,-1.19,pre,ok,RSI 33 · %B 0.14 · -2.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,GD,21.8,355.9,0.47,-2.73,-9.43,1.46,31.9,38.2,1.93,355.9,345.6,376.51,2.0,9,งบอีก 44 วัน,356.25,0.1,pre,ok,RSI 32 · %B 0.16 · -2.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,RTX,21.7,197.68,-0.22,-2.2,-10.34,0.92,32.1,28.2,2.07,197.68,191.53,209.98,2.0,16,งบอีก 36 วัน,196.11,-0.79,pre,ok,RSI 32 · %B 0.18 · -2.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,XLRE,20.2,43.42,0.86,-1.88,-3.77,0.85,37.9,21.3,1.22,43.42,42.62,45.01,2.0,125,ไม่ทราบวันงบ,43.32,-0.23,pre,ok,RSI 38 · %B 0.13 · -1.9% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,LLY,20.0,1115.7,-0.65,-3.79,-7.72,0.74,35.4,14.9,2.85,1115.7,1067.99,1211.11,2.0,2,งบอีก 45 วัน,1127.29,1.04,pre,ok,RSI 35 · %B 0.15 · -3.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,XLI,18.8,172.37,1.07,-1.25,-7.22,0.83,36.5,29.0,1.37,172.37,168.82,179.45,1.99,28,ไม่ทราบวันงบ,170.0,-1.37,pre,ok,RSI 36 · %B 0.22 · -1.3% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,AON,67.1,302.69,-1.65,-7.43,-15.23,1.79,28.7,24.9,3.17,302.69,317.07,273.94,2.0,6,งบอีก 46 วัน,307.95,1.74,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.8x · ADX 25 · -15.2% ใน 20 วัน
short,RALLYFADE,RBLX,42.4,45.5,1.38,9.61,19.89,0.62,63.9,22.9,4.68,45.5,48.69,39.11,2.0,31,งบอีก 45 วัน,47.07,3.45,pre,against,RSI 64 · %B 0.97 · +9.6% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,IBM,39.8,243.29,3.96,3.66,2.59,1.02,56.8,10.3,2.97,243.29,254.14,221.6,2.0,9,งบอีก 37 วัน,249.01,2.35,pre,ok,RSI 57 · %B 1.16 · +3.7% ใน 5 วัน แต่ยังใต้ SMA200
