side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
short,BREAKDOWN,NKE,67.0,35.51,-2.34,-3.51,-11.69,1.81,32.2,28.3,2.82,35.51,37.01,32.51,2.0,66,งบอีก 10 วัน,35.58,0.2,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.8x · ADX 28 · -11.7% ใน 20 วัน
short,BREAKDOWN,RCL,66.3,245.81,-1.57,-5.51,-14.54,1.71,22.6,34.7,3.13,245.81,257.35,222.73,2.0,8,งบอีก 36 วัน,251.9,2.48,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.7x · ADX 35 · -14.5% ใน 20 วัน
short,BREAKDOWN,MCD,66.3,248.24,-0.1,-1.7,-7.76,2.13,31.6,30.7,1.72,248.24,254.64,235.44,2.0,15,งบอีก 45 วัน,249.66,0.57,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.1x · ADX 31 · -7.8% ใน 20 วัน
short,BREAKDOWN,DPZ,61.7,294.2,-1.16,-5.58,-12.01,2.0,31.7,24.4,3.67,294.2,310.4,261.81,2.0,6,งบอีก 22 วัน,297.57,1.14,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.0x · ADX 24 · -12.0% ใน 20 วัน
short,BREAKDOWN,DLTR,59.5,111.96,-2.13,-5.26,-12.84,2.27,32.1,31.3,4.02,111.96,118.7,98.47,2.0,14,งบอีก 72 วัน,112.3,0.3,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.3x · ADX 31 · -12.8% ใน 20 วัน
short,BREAKDOWN,DUK,57.0,117.53,-0.85,-1.58,-4.21,2.43,35.1,24.9,1.47,117.53,120.12,112.35,2.0,38,งบอีก 45 วัน,117.5,-0.03,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.4x · ADX 25 · -4.2% ใน 20 วัน
short,DISTRIBUTION,PEP,51.5,129.75,-2.93,-4.82,-8.68,3.05,25.4,15.0,1.78,129.75,133.21,122.83,2.0,28,งบอีก 17 วัน,129.85,0.08,pre,ok,วอลุ่ม 3.1 เท่าปกติ · -2.9% วันเดียว · ปิดที่ 7% ของแท่ง
short,DISTRIBUTION,SO,50.4,85.52,-1.43,-1.89,-6.46,2.58,29.5,32.0,1.57,85.52,87.53,81.5,2.0,49,งบอีก 38 วัน,85.45,-0.08,pre,ok,วอลุ่ม 2.6 เท่าปกติ · -1.4% วันเดียว · ปิดที่ 10% ของแท่ง
short,DISTRIBUTION,IBM,50.0,229.55,-3.45,-5.65,-1.77,2.74,44.0,12.3,3.29,229.55,240.88,206.9,2.0,8,งบอีก 30 วัน,230.75,0.52,pre,ok,วอลุ่ม 2.7 เท่าปกติ · -3.4% วันเดียว · ปิดที่ 2% ของแท่ง
short,DISTRIBUTION,DLTR,49.4,111.96,-2.13,-5.26,-12.84,2.27,32.1,31.3,4.02,111.96,118.7,98.47,2.0,14,งบอีก 72 วัน,112.3,0.3,pre,ok,วอลุ่ม 2.3 เท่าปกติ · -2.1% วันเดียว · ปิดที่ 9% ของแท่ง
short,DISTRIBUTION,DECK,49.0,78.43,-1.61,-3.49,-11.74,2.21,33.2,43.7,3.37,78.43,82.4,70.5,2.0,25,งบอีก 31 วัน,79.47,1.33,pre,ok,วอลุ่ม 2.2 เท่าปกติ · -1.6% วันเดียว · ปิดที่ 9% ของแท่ง
short,DISTRIBUTION,BKNG,48.1,167.9,-1.54,-3.46,-20.0,2.91,27.4,30.0,3.78,167.9,177.42,148.86,2.0,10,งบอีก 36 วัน,168.55,0.39,pre,ok,วอลุ่ม 2.9 เท่าปกติ · -1.5% วันเดียว · ปิดที่ 33% ของแท่ง
short,DISTRIBUTION,GM,47.2,82.2,-5.1,-3.99,-4.59,3.38,41.9,12.8,3.14,82.2,86.08,74.45,2.0,25,งบอีก 29 วัน,82.41,0.26,pre,ok,วอลุ่ม 3.4 เท่าปกติ · -5.1% วันเดียว · ปิดที่ 16% ของแท่ง
short,DISTRIBUTION,CVS,46.7,88.84,-1.58,-6.15,-5.14,3.75,29.6,31.1,2.64,88.84,92.35,81.81,2.0,28,งบอีก 37 วัน,88.86,0.02,pre,ok,วอลุ่ม 3.8 เท่าปกติ · -1.6% วันเดียว · ปิดที่ 30% ของแท่ง
short,DISTRIBUTION,DIS,46.7,102.67,-2.54,-3.64,-4.33,2.45,42.9,20.1,2.27,102.67,106.16,95.69,2.0,28,งบอีก 52 วัน,103.65,0.96,pre,ok,วอลุ่ม 2.5 เท่าปกติ · -2.5% วันเดียว · ปิดที่ 11% ของแท่ง
short,DISTRIBUTION,ZTS,42.4,71.4,-2.22,-2.15,-4.83,2.19,36.6,12.1,2.8,71.4,74.39,65.41,2.0,33,งบอีก 43 วัน,71.7,0.42,pre,ok,วอลุ่ม 2.2 เท่าปกติ · -2.2% วันเดียว · ปิดที่ 0% ของแท่ง
short,DISTRIBUTION,PSA,42.1,296.31,-1.48,-0.06,-8.19,2.17,37.1,23.0,2.14,296.31,305.82,277.29,2.0,10,งบอีก 37 วัน,296.31,0.0,post,ok,วอลุ่ม 2.2 เท่าปกติ · -1.5% วันเดียว · ปิดที่ 15% ของแท่ง
short,DISTRIBUTION,DPZ,39.9,294.2,-1.16,-5.58,-12.01,2.0,31.7,24.4,3.67,294.2,310.4,261.81,2.0,6,งบอีก 22 วัน,297.57,1.14,pre,ok,วอลุ่ม 2.0 เท่าปกติ · -1.2% วันเดียว · ปิดที่ 17% ของแท่ง
short,DISTRIBUTION,CSX,37.6,47.1,-1.67,-3.78,-7.59,2.77,30.3,20.8,2.04,47.1,48.54,44.21,2.0,69,งบอีก 31 วัน,46.95,-0.32,pre,ok,วอลุ่ม 2.8 เท่าปกติ · -1.7% วันเดียว · ปิดที่ 11% ของแท่ง
short,DISTRIBUTION,WELL,35.8,228.87,-1.46,-2.86,-3.59,3.42,37.2,10.0,2.16,228.87,236.29,214.04,2.0,13,งบอีก 35 วัน,228.0,-0.38,pre,ok,วอลุ่ม 3.4 เท่าปกติ · -1.5% วันเดียว · ปิดที่ 23% ของแท่ง
short,DISTRIBUTION,VRTX,34.3,508.34,-1.55,-1.38,-5.91,2.63,41.2,23.2,2.36,508.34,526.31,472.39,2.0,5,งบอีก 42 วัน,509.55,0.24,pre,ok,วอลุ่ม 2.6 เท่าปกติ · -1.5% วันเดียว · ปิดที่ 25% ของแท่ง
short,DISTRIBUTION,PYPL,32.9,52.41,-1.0,-2.44,-15.87,2.35,39.4,29.1,3.1,52.41,54.85,47.53,2.0,41,งบอีก 36 วัน,52.7,0.55,pre,ok,วอลุ่ม 2.3 เท่าปกติ · -1.0% วันเดียว · ปิดที่ 26% ของแท่ง
short,DISTRIBUTION,APH,31.2,77.55,-1.05,-7.59,1.3,2.72,44.1,9.0,3.55,77.55,81.68,69.29,2.0,24,งบอีก 37 วัน,78.96,1.82,pre,ok,วอลุ่ม 2.7 เท่าปกติ · -1.0% วันเดียว · ปิดที่ 8% ของแท่ง
short,DISTRIBUTION,UNP,30.7,279.37,-1.1,-1.77,-8.09,2.15,32.1,27.3,1.98,279.37,287.66,262.8,2.0,12,งบอีก 31 วัน,277.56,-0.65,pre,ok,วอลุ่ม 2.1 เท่าปกติ · -1.1% วันเดียว · ปิดที่ 25% ของแท่ง
short,DISTRIBUTION,PGR,30.3,213.48,-1.3,-1.9,-3.11,3.17,44.3,11.1,1.99,213.48,219.87,200.7,2.0,15,งบอีก 23 วัน,212.74,-0.35,post,ok,วอลุ่ม 3.2 เท่าปกติ · -1.3% วันเดียว · ปิดที่ 40% ของแท่ง
short,RALLYFADE,ISRG,44.7,393.33,2.55,6.55,5.03,2.17,61.2,11.6,3.02,393.33,411.16,357.66,2.0,5,งบอีก 29 วัน,395.94,0.66,pre,ok,RSI 61 · %B 1.06 · +6.6% ใน 5 วัน แต่ยังใต้ SMA200
