side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,MA,29.4,555.89,-2.07,-3.03,-7.33,1.43,38.4,17.9,1.7,555.89,541.76,584.16,2.0,7,งบอีก 37 วัน,555.89,-0.0,post,ok,RSI 38 · %B 0.07 · -3.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,ABNB,29.3,161.81,-3.01,-3.87,-14.93,1.1,35.8,23.3,3.09,161.81,154.3,176.83,2.0,13,งบอีก 44 วัน,162.35,0.33,post,ok,RSI 36 · %B 0.11 · -3.9% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,WELL,26.8,230.39,-1.02,-1.02,-4.01,0.77,41.8,9.2,2.12,230.39,223.05,245.07,2.0,13,งบอีก 34 วัน,230.39,0.0,post,ok,RSI 42 · %B 0.09 · -1.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNP,22.7,274.41,1.77,-3.37,-11.44,1.49,32.9,30.9,2.14,274.41,265.32,292.04,1.94,11,งบอีก 30 วัน,274.41,-0.0,post,ok,RSI 33 · %B 0.16 · -3.4% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNH,19.5,372.95,-1.22,-0.79,-6.47,0.9,34.6,31.9,2.48,372.95,359.08,400.69,2.0,7,งบอีก 21 วัน,373.15,0.05,post,ok,RSI 35 · %B 0.11 · -0.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,18.7,314.0,1.6,-1.94,-11.04,0.8,34.1,33.7,1.9,314.0,305.04,331.93,2.0,11,งบอีก 30 วัน,314.0,0.0,post,ok,RSI 34 · %B 0.22 · -1.9% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,CMCSA,67.8,22.42,-2.22,-8.19,-17.02,1.63,29.2,34.3,3.24,22.42,23.51,20.24,2.0,91,งบอีก 30 วัน,22.48,0.26,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.6x · ADX 34 · -17.0% ใน 20 วัน
short,BREAKDOWN,AXP,59.4,305.07,-2.72,-5.97,-9.56,1.92,28.9,22.0,2.14,305.07,314.85,285.51,2.0,10,งบอีก 31 วัน,306.58,0.49,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.9x · ADX 22 · -9.6% ใน 20 วัน
short,BREAKDOWN,PSA,49.3,289.71,-2.35,-2.35,-10.85,1.44,31.8,23.3,2.19,289.71,299.23,270.67,2.0,10,งบอีก 36 วัน,292.18,0.85,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.4x · ADX 23 · -10.9% ใน 20 วัน
short,DISTRIBUTION,RCL,77.5,234.89,-6.14,-5.78,-19.83,4.25,22.1,37.5,3.93,234.89,248.75,207.16,2.0,7,งบอีก 35 วัน,237.09,0.94,post,ok,วอลุ่ม 4.2 เท่าปกติ · -6.1% วันเดียว · ปิดที่ 13% ของแท่ง
short,DISTRIBUTION,CSCO,36.9,106.44,-4.5,-3.3,-3.44,2.1,40.8,26.4,2.92,106.44,111.1,97.12,2.0,21,งบอีก 51 วัน,106.36,-0.08,post,ok,วอลุ่ม 2.1 เท่าปกติ · -4.5% วันเดียว · ปิดที่ 33% ของแท่ง
short,DISTRIBUTION,XLF,33.7,54.8,-1.97,-3.61,-5.87,2.25,29.9,23.1,1.37,54.8,55.93,52.55,2.0,88,ไม่ทราบวันงบ,54.84,0.07,post,ok,วอลุ่ม 2.3 เท่าปกติ · -2.0% วันเดียว · ปิดที่ 17% ของแท่ง
short,RALLYFADE,ISRG,42.7,402.09,0.11,6.61,7.63,0.77,65.1,13.3,2.87,402.09,419.37,367.52,2.0,5,งบอีก 28 วัน,402.81,0.18,post,ok,RSI 65 · %B 1.02 · +6.6% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,WMT,36.5,110.12,2.49,1.88,3.41,0.79,56.5,11.4,1.89,110.12,113.25,103.87,2.0,31,งบอีก 58 วัน,110.01,-0.1,post,ok,RSI 56 · %B 1.01 · +1.9% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,YETI,25.5,43.58,1.85,10.64,1.16,1.33,54.3,29.5,3.53,43.58,45.89,38.96,2.0,43,งบอีก 44 วัน,43.83,0.57,post,ok,RSI 54 · %B 1.07 · +10.6% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,HCA,24.7,438.12,2.85,3.37,2.07,0.98,64.2,20.9,2.95,438.12,457.49,399.39,2.0,5,งบอีก 31 วัน,439.11,0.23,post,ok,RSI 64 · %B 0.95 · +3.4% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,TSLA,23.0,378.9,0.96,6.26,8.58,0.71,60.1,21.6,3.39,378.9,398.19,340.32,2.0,5,งบอีก 29 วัน,378.67,-0.06,post,ok,RSI 60 · %B 0.98 · +6.3% ใน 5 วัน แต่ยังใต้ SMA200
