side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,APD,28.7,286.12,-0.33,-2.56,-5.64,1.43,35.2,20.6,2.1,286.12,277.11,304.15,2.0,11,งบอีก 49 วัน,286.12,0.0,post,ok,RSI 35 · %B 0.06 · -2.6% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CSX,27.7,47.9,0.0,-2.32,-5.49,1.01,34.9,20.0,2.02,47.9,46.45,50.8,2.0,68,งบอีก 35 วัน,47.67,-0.48,post,ok,RSI 35 · %B 0.16 · -2.3% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,IWM,26.8,285.43,0.53,-0.79,-5.4,1.11,36.1,30.3,1.25,285.43,279.24,296.15,1.73,16,ไม่ทราบวันงบ,284.98,-0.16,post,ok,RSI 36 · %B 0.12 · -0.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNH,26.0,375.21,-0.01,-3.37,-3.45,0.99,35.0,28.4,2.64,375.21,360.38,404.87,2.0,6,งบอีก 40 วัน,375.8,0.16,post,ok,RSI 35 · %B 0.06 · -3.4% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNP,25.2,282.48,0.56,-1.15,-6.4,0.93,35.4,26.8,2.0,282.48,273.99,299.45,2.0,11,งบอีก 35 วัน,282.48,-0.0,post,ok,RSI 35 · %B 0.22 · -1.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,22.5,318.97,0.62,-1.34,-7.73,0.57,33.3,29.1,1.83,318.97,310.21,336.48,2.0,11,งบอีก 35 วัน,318.97,-0.0,post,ok,RSI 33 · %B 0.21 · -1.3% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,AMGN,19.2,379.78,0.91,-0.7,-14.15,1.24,35.4,38.3,2.67,379.78,364.54,410.25,2.0,6,งบอีก 47 วัน,379.36,-0.11,post,ok,RSI 35 · %B 0.18 · -0.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,SPG,18.6,204.47,0.75,-0.1,-8.38,1.14,32.6,37.9,1.75,204.47,198.58,215.21,1.82,16,งบอีก 46 วัน,204.15,-0.16,post,ok,RSI 33 · %B 0.21 · -0.1% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,AON,72.8,296.05,-1.5,-3.81,-15.03,2.02,29.9,30.0,3.04,296.05,309.55,269.05,2.0,7,งบอีก 43 วัน,296.83,0.26,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.0x · ADX 30 · -15.0% ใน 20 วัน
short,BREAKDOWN,BA,62.1,197.0,-2.46,-3.81,-11.34,2.13,31.5,26.5,2.88,197.0,205.51,179.99,2.0,11,งบอีก 41 วัน,197.52,0.26,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 2.1x · ADX 27 · -11.3% ใน 20 วัน
short,DISTRIBUTION,BA,48.7,197.0,-2.46,-3.81,-11.34,2.13,31.5,26.5,2.88,197.0,205.51,179.99,2.0,11,งบอีก 41 วัน,197.52,0.26,post,ok,วอลุ่ม 2.1 เท่าปกติ · -2.5% วันเดียว · ปิดที่ 0% ของแท่ง
short,DISTRIBUTION,PINS,47.6,18.31,-1.82,-2.5,-21.72,2.46,30.4,29.4,4.6,18.31,19.57,15.78,2.0,79,งบอีก 53 วัน,18.4,0.49,post,ok,วอลุ่ม 2.5 เท่าปกติ · -1.8% วันเดียว · ปิดที่ 18% ของแท่ง
short,DISTRIBUTION,AON,45.9,296.05,-1.5,-3.81,-15.03,2.02,29.9,30.0,3.04,296.05,309.55,269.05,2.0,7,งบอีก 43 วัน,296.83,0.26,post,ok,วอลุ่ม 2.0 เท่าปกติ · -1.5% วันเดียว · ปิดที่ 4% ของแท่ง
