side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,VRTX,30.4,514.63,-0.94,-2.7,-0.18,0.81,44.0,25.7,2.44,514.63,495.8,552.3,2.0,5,งบอีก 48 วัน,519.27,0.9,post,ok,RSI 44 · %B 0.08 · -2.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,ASML,28.8,1591.48,1.04,-9.82,-15.49,1.34,38.1,14.1,3.67,1591.48,1503.98,1766.49,2.0,1,งบอีก 29 วัน,1592.99,0.09,post,ok,RSI 38 · %B -0.03 · -9.8% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,TQQQ,26.4,67.9,-1.98,-5.9,-11.13,0.8,42.5,10.9,3.95,67.9,63.88,75.94,2.0,24,ไม่ทราบวันงบ,68.06,0.24,post,ok,RSI 42 · %B -0.02 · -5.9% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNP,26.3,283.99,-0.38,-1.55,-5.31,0.77,35.4,25.9,1.94,283.99,275.72,300.54,2.0,12,งบอีก 37 วัน,283.99,0.0,post,ok,RSI 35 · %B 0.18 · -1.5% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,APD,25.0,290.56,1.19,-2.4,-3.42,0.97,39.2,19.5,2.07,290.56,281.56,308.57,2.0,11,งบอีก 51 วัน,290.56,0.0,post,ok,RSI 39 · %B 0.08 · -2.4% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,24.5,320.22,0.05,-2.35,-6.13,0.53,32.4,27.0,1.84,320.22,311.39,337.89,2.0,11,งบอีก 37 วัน,320.22,-0.0,post,ok,RSI 32 · %B 0.16 · -2.3% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,SPG,23.7,204.1,-0.42,-3.67,-7.93,0.91,29.4,35.4,1.7,204.1,198.89,214.53,2.0,19,งบอีก 48 วัน,204.1,-0.0,post,ok,RSI 29 · %B 0.14 · -3.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,RTX,22.3,195.5,0.08,-1.66,-11.79,1.15,29.8,29.6,2.08,195.5,189.39,207.73,2.0,16,งบอีก 35 วัน,195.33,-0.08,post,ok,RSI 30 · %B 0.17 · -1.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,EQIX,21.8,1006.98,0.83,-3.29,-8.26,1.12,40.4,15.8,2.93,1006.98,962.78,1095.38,2.0,2,งบอีก 43 วัน,1006.98,0.0,post,ok,RSI 40 · %B 0.09 · -3.3% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,SMH,21.7,542.11,0.11,-5.51,-8.75,0.88,42.4,11.8,3.03,542.11,517.49,591.35,2.0,4,ไม่ทราบวันงบ,542.5,0.07,post,ok,RSI 42 · %B 0.09 · -5.5% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,DECK,69.4,77.51,-3.76,-6.16,-13.98,1.32,28.5,41.2,3.46,77.51,81.53,69.46,2.0,24,งบอีก 37 วัน,77.7,0.25,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.3x · ADX 41 · -14.0% ใน 20 วัน
short,BREAKDOWN,GE,61.6,307.05,-3.31,-8.32,-16.89,1.91,27.2,26.1,2.97,307.05,320.74,279.67,2.0,7,งบอีก 35 วัน,307.42,0.12,post,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.9x · ADX 26 · -16.9% ใน 20 วัน
short,DISTRIBUTION,WING,59.5,100.84,-12.09,-7.87,-12.86,2.63,34.9,11.6,7.31,100.84,111.9,78.73,2.0,9,งบอีก 49 วัน,101.72,0.88,post,ok,วอลุ่ม 2.6 เท่าปกติ · -12.1% วันเดียว · ปิดที่ 5% ของแท่ง
short,DISTRIBUTION,CARR,50.3,55.54,-3.0,-6.04,-11.22,2.41,30.8,31.8,3.23,55.54,58.23,50.16,2.0,37,งบอีก 42 วัน,55.54,-0.0,post,ok,วอลุ่ม 2.4 เท่าปกติ · -3.0% วันเดียว · ปิดที่ 22% ของแท่ง
short,DISTRIBUTION,XLY,40.7,110.88,-1.75,-2.73,-5.03,2.3,35.3,16.0,1.47,110.88,113.32,106.0,2.0,40,ไม่ทราบวันงบ,110.88,0.0,post,ok,วอลุ่ม 2.3 เท่าปกติ · -1.7% วันเดียว · ปิดที่ 16% ของแท่ง
short,RALLYFADE,IBM,35.0,248.37,-0.29,7.01,8.53,0.86,60.1,13.5,2.89,248.37,259.13,226.85,2.0,9,งบอีก 36 วัน,248.3,-0.03,post,ok,RSI 60 · %B 1.08 · +7.0% ใน 5 วัน แต่ยังใต้ SMA200
