side,setup,ticker,score,close,ret1d_%,ret5d_%,ret20d_%,rvol,rsi14,adx14,atr_%,entry,stop,target,rr,shares,earnings,ext_price,ext_chg_%,ext_session,ext_flag,reason
long,PULLBACK,ADP,30.1,263.68,-2.32,-4.65,-6.83,1.23,40.0,20.4,2.13,263.68,255.27,280.5,2.0,11,งบอีก 34 วัน,263.99,0.12,pre,ok,RSI 40 · %B 0.08 · -4.6% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,WELL,29.4,229.87,-1.24,-1.24,-4.22,1.03,41.1,9.2,2.13,229.87,222.53,244.56,2.0,13,งบอีก 32 วัน,231.0,0.49,pre,ok,RSI 41 · %B 0.06 · -1.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,IWM,29.1,281.92,-1.84,-0.7,-5.78,1.15,34.4,33.3,1.27,281.92,276.56,292.64,2.0,18,ไม่ทราบวันงบ,281.23,-0.24,pre,ok,RSI 34 · %B 0.09 · -0.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CSCO,27.8,106.43,-0.01,-1.22,-4.21,1.07,40.8,27.5,2.78,106.43,102.0,115.3,2.0,22,งบอีก 49 วัน,105.93,-0.47,pre,ok,RSI 41 · %B 0.02 · -1.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,MDT,27.7,89.3,-2.67,-4.75,-3.88,1.19,43.0,26.7,2.4,89.3,86.08,95.74,2.0,31,งบอีก 54 วัน,89.65,0.39,pre,ok,RSI 43 · %B -0.05 · -4.7% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CB,23.8,335.21,-0.61,-1.95,-3.07,1.11,40.4,10.5,1.58,335.21,327.26,351.11,2.0,12,งบอีก 33 วัน,335.21,0.0,post,ok,RSI 40 · %B 0.07 · -1.9% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNH,23.2,371.29,-1.66,-1.23,-6.89,0.77,33.6,33.0,2.55,371.29,357.1,399.67,2.0,7,งบอีก 19 วัน,372.08,0.21,pre,ok,RSI 34 · %B 0.08 · -1.2% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,CSX,21.6,47.19,2.61,-3.02,-8.26,1.03,37.4,23.8,2.24,47.19,45.26,50.36,1.64,51,งบอีก 28 วัน,47.55,0.76,pre,ok,RSI 37 · %B 0.19 · -3.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,UNP,21.3,275.53,2.19,-2.98,-11.08,0.77,34.6,30.9,2.2,275.53,265.23,293.69,1.76,9,งบอีก 28 วัน,275.53,0.0,post,ok,RSI 35 · %B 0.18 · -3.0% ใน 5 วัน แต่ยังเหนือ SMA200
long,PULLBACK,NSC,17.5,315.01,1.92,-1.63,-10.76,0.6,35.6,33.7,1.95,315.01,305.37,333.45,1.91,10,งบอีก 28 วัน,320.0,1.58,post,ok,RSI 36 · %B 0.24 · -1.6% ใน 5 วัน แต่ยังเหนือ SMA200
short,BREAKDOWN,BKNG,77.3,155.9,-5.07,-9.04,-27.07,1.81,21.4,33.6,4.37,155.9,166.11,135.48,2.0,9,งบอีก 33 วัน,157.19,0.83,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.8x · ADX 34 · -27.1% ใน 20 วัน
short,BREAKDOWN,XLRE,55.8,41.84,-1.76,-2.86,-7.7,1.34,26.3,31.8,1.29,41.84,42.65,40.22,2.0,123,ไม่ทราบวันงบ,41.84,-0.0,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.3x · ADX 32 · -7.7% ใน 20 วัน
short,BREAKDOWN,XLU,54.5,39.75,-2.24,-3.8,-8.03,1.31,23.7,24.2,1.62,39.75,40.71,37.82,2.0,103,ไม่ทราบวันงบ,39.88,0.33,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.3x · ADX 24 · -8.0% ใน 20 วัน
short,BREAKDOWN,AXP,51.9,301.96,-3.71,-6.93,-10.49,1.37,27.2,22.3,2.17,301.96,311.81,282.26,2.0,10,งบอีก 29 วัน,302.31,0.12,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.4x · ADX 22 · -10.5% ใน 20 วัน
short,BREAKDOWN,COF,48.6,196.1,-4.3,-5.2,-9.33,1.46,31.5,23.7,2.59,196.1,203.71,180.88,2.0,13,งบอีก 26 วัน,195.03,-0.55,pre,ok,ปิดที่/ใต้ low 20 วัน · RVOL 1.5x · ADX 24 · -9.3% ใน 20 วัน
short,DISTRIBUTION,MCD,63.3,238.32,-4.81,-4.12,-11.11,3.34,25.9,34.5,2.14,238.32,245.96,223.03,2.0,13,งบอีก 42 วัน,239.73,0.59,pre,ok,วอลุ่ม 3.3 เท่าปกติ · -4.8% วันเดียว · ปิดที่ 26% ของแท่ง
short,DISTRIBUTION,ABNB,58.7,149.58,-10.35,-11.13,-21.36,3.04,27.0,24.7,3.78,149.58,158.05,132.64,2.0,11,งบอีก 42 วัน,151.75,1.45,pre,ok,วอลุ่ม 3.0 เท่าปกติ · -10.3% วันเดียว · ปิดที่ 5% ของแท่ง
short,DISTRIBUTION,PGR,45.3,203.13,-4.29,-8.21,-9.28,2.1,32.9,12.5,2.27,203.13,210.04,189.3,2.0,14,งบอีก 20 วัน,204.0,0.43,pre,ok,วอลุ่ม 2.1 เท่าปกติ · -4.3% วันเดียว · ปิดที่ 8% ของแท่ง
short,RALLYFADE,ISRG,35.2,398.3,-0.83,5.61,6.62,0.71,62.3,13.3,2.93,398.3,415.81,363.27,2.0,5,งบอีก 26 วัน,397.79,-0.13,pre,ok,RSI 62 · %B 0.97 · +5.6% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,WMT,32.9,110.53,0.37,2.82,4.89,0.96,57.6,12.3,1.86,110.53,113.62,104.35,2.0,32,งบอีก 56 วัน,110.97,0.4,pre,ok,RSI 58 · %B 0.98 · +2.8% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,HCA,20.9,436.48,2.47,2.99,1.69,0.86,63.4,21.1,3.02,436.48,456.26,396.93,2.0,5,งบอีก 29 วัน,436.03,-0.1,pre,ok,RSI 63 · %B 0.92 · +3.0% ใน 5 วัน แต่ยังใต้ SMA200
short,RALLYFADE,TSLA,20.1,380.12,0.32,6.16,8.53,0.86,60.6,22.4,3.31,380.12,399.01,342.34,2.0,5,งบอีก 27 วัน,377.09,-0.8,pre,ok,RSI 61 · %B 0.95 · +6.2% ใน 5 วัน แต่ยังใต้ SMA200
